UserID,No_of_days_Visited_7_Days,No_Of_Products_Viewed_15_Days,User_Vintage,Most_Viewed_product_15_Days,Most_Active_OS,Recently_Viewed_Product,Pageloads_last_7_days,Clicks_last_7_days
U114789,2,2,1439,Pr100166,Windows,Pr100166,4,1
U114790,1,1,1267,Pr100918,Windows,Pr100918,1,7
U114791,2,3,893,Pr100617,Windows,Pr100952,2,7
U114792,1,3,124,Pr101086,Android,Pr101086,1,0
U114793,1,1,1179,Product101,Windows,Product101,0,3
U114794,0,1,943,Pr100504,Windows,Pr100504,0,0
U114795,2,3,757,Pr100130,Windows,Pr100263,3,6
U114796,2,3,46,Pr100162,Windows,Pr100051,4,0
U114797,2,1,152,Pr101463,Android,Pr101463,2,0
U114798,2,3,252,Pr100226,Windows,Pr103382,2,0
U114799,2,8,46,Pr100041,Linux,Pr100308,6,4
U114800,2,5,399,Pr100017,Fedora,Pr100661,4,7
U114801,1,1,268,Pr101744,Mac OS X,Pr101744,1,2
U114802,1,1,340,Pr100017,Mac OS X,Pr100017,2,4
U114803,1,1,399,Pr100086,Windows,Pr100086,1,0
U114804,1,3,405,Pr100051,Windows,Pr100166,2,12
U114805,1,1,117,Pr100115,Android,Pr100115,1,0
U114806,1,1,80,Product101,Windows,Product101,0,3
U114807,2,1,517,Pr100166,Windows,Pr100166,2,0
U114808,1,2,315,Pr100017,iOS,Pr100017,0,0
U114809,1,1,1041,Pr100080,Android,Pr100080,1,1
U114810,2,5,107,Pr100457,Windows,Pr100052,2,7
U114811,1,2,852,Pr100006,Windows,Pr100333,1,2
U114812,1,3,664,Pr102152,Android,Pr102152,0,1
U114813,1,5,227,Pr100911,Windows,Pr101576,1,2
U114814,1,1,412,Product101,Windows,Product101,0,0
U114815,2,5,382,Pr100558,Android,Pr100453,4,24
U114816,1,1,169,Pr100115,Android,Pr100115,1,0
U114817,1,3,648,Pr100330,Windows,Pr100307,0,1
U114818,3,10,477,Pr100219,Windows,Pr100885,3,9
U114819,1,1,213,Pr100017,Android,Pr100017,2,1
U114821,1,3,187,Pr100017,Windows,Pr100017,0,3
U114822,1,3,634,Pr100044,Windows,Pr100200,4,1
U114823,2,4,136,Pr100296,Windows,Pr100296,1,5
U114824,1,1,801,Pr100958,Windows,Pr100958,0,3
U114825,1,1,160,Pr100589,Windows,Pr100589,1,0
U114826,1,3,1217,Pr100102,Windows,Pr100044,1,0
U114827,2,3,50,Pr100115,Android,Pr100115,5,0
U114828,1,1,481,Product101,Windows,Product101,0,2
U114829,1,2,45,Pr100086,Windows,Pr101470,3,1
U114830,1,1,174,Pr101333,Windows,Pr101333,1,2
U114831,1,0,655,Product101,Windows,Product101,1,0
U114832,1,1,384,Pr100017,Windows,Pr100017,1,1
U114833,1,3,542,Pr101925,Linux,Pr101925,2,3
U114834,0,0,111,Product101,Windows,Product101,0,0
U114835,2,8,698,Pr100390,Windows,Pr100913,0,3
U114836,1,3,181,Pr101425,Windows,Pr101425,0,8
U114837,2,4,74,Pr100122,Android,Pr100017,7,6
U114838,1,1,215,Pr101637,Android,Pr101637,2,0
U114839,1,1,192,Pr100495,Windows,Pr100495,1,3
U114840,1,1,750,Pr100535,Windows,Pr100535,1,2
U114841,0,2,111,Product101,Windows,Pr100578,0,0
U114842,1,2,816,Pr100017,Android,Pr100017,1,2
U114843,1,1,85,Product101,Android,Product101,0,0
U114844,1,1,174,Pr100115,Android,Pr100115,1,0
U114845,2,2,104,Pr100189,Windows,Pr100189,3,5
U114846,1,2,389,Pr100017,Windows,Pr100850,1,2
U114847,1,3,48,Pr100773,Mac OS X,Pr100773,1,5
U114848,2,2,239,Pr100209,Android,Pr100209,1,0
U114849,1,1,1892,Product101,Windows,Product101,0,0
U114851,2,6,92,Pr100134,Windows,Pr100761,2,9
U114852,1,1,179,Pr100200,Windows,Pr100200,1,0
U114853,2,2,894,Pr103201,Windows,Pr103201,2,64
U114854,2,2,72,Pr100876,Mac OS X,Pr100876,3,5
U114856,3,5,688,Pr100594,Windows,Pr100119,2,3
U114857,1,2,73,Pr100017,Windows,Pr100017,3,5
U114858,1,4,1942,Pr100366,Mac OS X,Pr102276,2,0
U114859,1,1,87,Product101,Windows,Product101,1,0
U114860,2,2,55,Product101,Ubuntu,Product101,1,3
U114861,1,2,285,Pr100017,Windows,Pr100017,1,0
U114862,1,1,58,Pr100859,Android,Pr100859,1,0
U114863,1,5,361,Pr102361,Linux,Pr100287,5,2
U114864,1,2,487,Pr100432,Windows,Pr100432,0,1
U114865,0,1,113,Product101,Windows,Product101,0,0
U114866,2,2,448,Pr100073,Android,Pr100073,1,0
U114867,1,0,110,Product101,Windows,Product101,1,0
U114868,1,1,162,Pr100010,Android,Pr100010,1,0
U114869,0,0,110,Product101,Windows,Product101,0,0
U114870,2,9,100,Pr100910,Android,Pr100910,19,6
U114871,3,8,54,Pr100097,Windows,Pr100880,4,5
U114872,1,1,226,Pr100092,Linux,Pr100092,1,3
U114873,1,3,62,Pr100322,Windows,Pr102746,2,2
U114875,1,1,1109,Pr100036,Windows,Pr100036,1,0
U114877,2,2,62,Pr100020,Windows,Pr100020,1,9
U114878,2,4,231,Pr100209,Windows,Pr100209,4,25
U114879,1,1,518,Pr101124,Android,Pr101124,1,0
U114880,1,1,872,Product101,Windows,Product101,0,2
U114881,1,1,56,Product101,iOS,Product101,0,0
U114882,1,1,1686,Product101,Windows,Product101,0,1
U114883,1,2,112,Pr100724,Windows,Pr100724,0,1
U114884,1,1,46,Pr100028,Android,Pr100028,1,0
U114886,3,3,711,Pr100621,Windows,Pr100621,3,4
U114887,1,2,148,Pr100469,Windows,Pr100469,1,0
U114888,1,4,346,Pr100166,Ubuntu,Pr100166,0,4
U114889,1,4,485,Pr100055,Windows,Pr101882,1,0
U114890,2,5,76,Pr100166,Windows,Pr101330,4,13
U114891,1,2,173,Pr100661,Windows,Pr100661,1,0
U114893,1,0,169,Product101,Android,Product101,0,0
U114894,1,1,2257,Pr100036,Mac OS X,Pr100036,2,0
U114895,1,3,710,Pr100102,Windows,Pr100102,1,0
U114896,1,4,152,Pr100510,Windows,Pr100510,1,2
U114897,3,13,873,Pr100434,Windows,Pr100203,19,19
U114898,3,1,114,Pr100614,Windows,Pr100614,10,15
U114901,1,1,1230,Product101,Windows,Product101,0,46
U114902,1,0,1543,Product101,Windows,Product101,0,1
U114903,1,1,1051,Pr100366,Windows,Pr100366,1,0
U114904,1,2,58,Pr100515,Mac OS X,Pr100515,2,0
U114905,1,1,80,Product101,Windows,Product101,0,1
U114906,1,1,1456,Pr100010,Android,Pr100010,1,0
U114907,2,3,80,Pr100268,Windows,Pr100268,2,3
U114908,1,5,1042,Pr100086,Windows,Pr101013,1,2
U114909,1,3,1884,Pr100010,Android,Pr100166,3,7
U114910,0,1,142,Pr106777,Windows,Pr106777,0,0
U114911,1,1,340,Pr100017,Windows,Pr100017,2,0
U114912,1,2,1079,Pr100189,Windows,Pr100189,1,0
U114913,1,2,1041,Product101,Windows,Product101,2,7
U114914,2,2,1379,Pr100773,Windows,Pr102116,2,6
U114915,1,1,1014,Pr100019,Windows,Pr100019,2,0
U114916,1,2,126,Pr101094,Windows,Pr101094,2,0
U114917,1,1,163,Pr100872,Mac OS X,Pr100872,2,1
U114918,2,7,642,Pr100885,Android,Pr100017,5,3
U114919,1,2,731,Pr100017,Windows,Pr100551,2,2
U114920,3,9,342,Pr101013,Windows,Pr101013,3,13
U114921,1,5,291,Pr106781,Android,Pr106781,6,16
U114922,1,3,725,Pr100043,Windows,Pr100043,4,1
U114923,1,1,2079,Pr100102,Windows,Pr100102,1,2
U114924,1,1,82,Pr100662,Windows,Pr100662,2,0
U114925,1,3,58,Pr100209,Android,Pr100209,0,2
U114926,1,1,1911,Pr100406,Windows,Pr100406,1,0
U114927,1,2,821,Pr100802,Windows,Pr100802,1,1
U114928,2,7,128,Pr100859,Windows,Pr100892,4,3
U114929,2,3,97,Pr100859,Android,Pr100859,3,6
U114930,1,1,111,Product101,Windows,Product101,0,1
U114931,1,3,1080,Pr100312,Mac OS X,Pr100312,1,12
U114932,0,0,49,Product101,Windows,Product101,0,0
U114933,1,3,43,Pr100166,Windows,Pr100166,1,4
U114934,1,1,864,Pr100053,Windows,Pr100053,1,0
U114935,1,3,859,Pr100166,Mac OS X,Pr100390,1,3
U114936,1,3,333,Pr100017,Android,Pr100387,5,7
U114937,1,1,82,Pr100522,Mac OS X,Pr100522,2,0
U114938,3,11,60,Pr101042,Windows,Pr101367,36,199
U114939,2,9,608,Pr100329,Windows,Pr101495,4,3
U114940,0,1,81,Product101,Android,Product101,0,0
U114941,2,3,56,Pr100426,Android,Pr100017,2,13
U114942,1,1,89,Pr100412,Android,Pr100412,1,0
U114943,1,1,48,Pr100359,Windows,Pr100359,1,1
U114944,1,4,79,Pr100017,Android,Pr100363,6,12
U114945,1,2,44,Pr100060,Windows,Pr100119,2,5
U114946,1,1,71,Pr100355,Windows,Pr100355,1,1
U114947,1,1,657,Product101,Windows,Product101,0,2
U114948,1,1,368,Pr100453,Windows,Pr100453,1,2
U114949,2,2,111,Pr100279,Mac OS X,Pr100279,2,5
U114950,2,5,378,Pr100130,Windows,Pr100833,2,1
U114951,1,2,346,Pr100017,Android,Pr100017,1,2
U114952,1,2,96,Pr100200,Mac OS X,Pr100200,1,2
U114953,1,2,313,Pr100013,Windows,Pr100013,0,0
U114954,1,2,455,Pr100348,Windows,Pr100348,1,0
U114955,1,2,95,Pr100908,Android,Pr100908,1,0
U114956,1,3,1153,Pr100017,Windows,Pr100017,1,2
U114957,1,1,115,Pr100195,Windows,Pr100195,2,7
U114958,0,0,699,Product101,Mac OS X,Pr100562,0,0
U114959,1,2,111,Pr100219,Windows,Pr100910,2,0
U114960,1,1,44,Pr100017,Android,Pr100017,1,0
U114961,2,2,84,Pr100403,Windows,Pr100403,1,1
U114962,1,8,1574,Pr100426,iOS,Pr100333,1,8
U114963,1,1,69,Pr100128,Android,Pr100128,1,0
U114964,1,1,59,Pr101368,Windows,Pr101368,1,1
U114965,1,1,71,Pr100312,Windows,Pr100312,1,3
U114966,0,1,227,Pr100083,Windows,Pr100083,0,0
U114967,1,1,304,Product101,Ubuntu,Product101,0,2
U114968,2,2,75,Pr101233,Windows,Pr101233,4,1
U114969,2,4,63,Pr100041,Android,Pr100041,2,0
U114970,1,2,341,Pr101148,Windows,Pr101148,0,1
U114971,1,1,126,Product101,Windows,Product101,0,2
U114972,2,2,52,Pr100121,Windows,Pr100121,5,9
U114973,1,1,303,Pr100017,Android,Pr100017,1,4
U114974,1,1,614,Product101,Windows,Pr100453,0,1
U114975,1,1,76,Pr100156,Android,Pr100156,1,0
U114976,2,1,279,Pr100318,Windows,Pr100318,1,4
U114978,1,3,866,Pr100188,Windows,Pr100188,0,4
U114979,1,1,890,Pr101083,Android,Pr101083,2,0
U114980,2,3,392,Pr100152,Windows,Pr100908,3,8
U114981,2,3,402,Pr100102,Android,Pr100166,4,3
U114982,1,3,390,Pr100959,Android,Pr100959,0,0
U114983,1,4,585,Pr100102,Android,Pr100102,1,2
U114984,1,2,355,Product101,Windows,Pr100083,0,5
U114985,1,1,64,Pr100115,Android,Pr100115,1,0
U114986,2,3,422,Pr100602,Mac OS X,Pr100602,3,0
U114987,1,1,385,Pr100017,Windows,Pr100017,1,1
U114988,1,1,145,Pr100329,Windows,Pr100329,1,0
U114989,2,1,172,Pr100945,Android,Pr100945,3,0
U114990,1,3,804,Product101,Windows,Pr100119,1,6
U114991,1,3,103,Pr100070,Android,Pr100070,3,1
U114992,2,3,122,Pr100102,Android,Pr101330,3,7
U114993,1,2,1011,Product101,Windows,Product101,0,1
U114994,0,0,794,Product101,Android,Pr101381,0,0
U114995,1,2,145,Pr100017,Windows,Pr100017,2,4
U114996,1,5,727,Pr101330,Mac OS X,Pr101330,2,11
U114997,1,2,723,Pr101575,Windows,Pr101575,4,3
U114998,1,1,137,Product101,Windows,Product101,0,2
U114999,2,1,55,Product101,Windows,Product101,0,0
U115000,1,2,670,Pr100251,Android,Pr100251,2,2
U115001,1,2,93,Pr100910,Windows,Pr100910,3,2
U115002,1,2,93,Pr100859,Android,Pr100859,3,0
U115003,1,1,65,Pr100859,Android,Pr100859,2,0
U115004,1,1,60,Pr100017,Windows,Pr100017,1,0
U115005,1,3,160,Pr100454,Windows,Pr100454,0,2
U115006,1,2,46,Pr100302,Windows,Pr100302,2,1
U115007,0,2,418,Pr101030,Android,Pr101030,0,0
U115008,1,3,93,Pr100017,Android,Pr100251,4,4
U115009,1,2,50,Pr100596,Android,Pr100788,1,0
U115010,1,2,83,Pr100102,Windows,Pr100102,0,1
U115011,1,2,870,Pr100086,Android,Pr100086,2,2
U115012,1,1,103,Pr100251,Android,Pr100251,1,0
U115013,0,0,46,Product101,Windows,Product101,0,0
U115014,1,1,158,Product101,Windows,Product101,1,1
U115015,1,3,780,Pr100997,Windows,Pr100997,3,7
U115016,2,4,103,Pr100134,Windows,Pr100507,2,32
U115017,2,3,133,Pr102844,Windows,Pr100321,3,7
U115018,1,1,285,Product101,Windows,Pr100118,0,1
U115019,1,1,124,Pr100017,Android,Pr100017,1,3
U115020,1,2,141,Pr100359,Mac OS X,Pr100137,1,0
U115021,0,4,95,Pr100017,Windows,Pr100166,0,0
U115022,2,8,379,Pr100052,Windows,Pr100859,5,5
U115023,1,1,56,Pr100121,Windows,Pr100121,1,0
U115024,1,1,73,Product101,Windows,Pr100017,0,2
U115025,2,3,1769,Pr100343,Windows,Pr100343,1,5
U115026,1,2,806,Pr100287,Windows,Pr100732,12,37
U115028,1,2,1007,Pr100058,Linux,Pr100058,2,3
U115029,1,1,146,Pr100021,Mac OS X,Pr100021,1,0
U115030,1,2,525,Product101,Windows,Product101,0,14
U115031,1,1,121,Pr100166,Android,Pr100166,1,0
U115032,1,1,158,Pr100901,Windows,Pr100901,1,2
U115033,2,6,744,Pr100390,Windows,Pr100102,2,2
U115034,1,1,1528,Product101,Windows,Product101,0,0
U115035,2,3,378,Pr101049,Windows,Pr100055,7,17
U115036,1,3,521,Pr100723,Windows,Pr100723,1,0
U115037,1,1,258,Pr100017,Android,Pr100017,1,0
U115038,2,2,488,Pr100017,Android,Pr100017,2,2
U115039,1,2,1104,Pr100166,Windows,Pr100166,2,2
U115040,2,3,60,Pr100332,Windows,Pr100332,6,1
U115041,1,1,1103,Pr100504,Windows,Pr100504,1,76
U115042,1,1,1704,Pr100630,Windows,Pr100630,1,3
U115043,3,6,481,Pr100301,Android,Pr100301,5,7
U115044,2,6,210,Pr100202,Windows,Pr100060,8,9
U115045,1,1,61,Pr100017,Windows,Pr100017,1,0
U115046,1,2,109,Pr100017,Mac OS X,Pr100017,1,1
U115047,1,1,143,Pr100017,Windows,Pr100017,1,0
U115048,3,3,433,Pr101051,Android,Pr101051,4,1
U115049,0,0,49,Product101,Android,Product101,0,0
U115050,1,1,672,Product101,Mac OS X,Product101,0,1
U115051,1,1,227,Product101,Windows,Product101,0,2
U115052,0,0,524,Product101,Android,Pr102009,0,0
U115053,1,1,366,Product101,Windows,Pr100200,0,0
U115054,2,2,773,Pr100751,Android,Pr100369,3,1
U115055,1,1,48,Product101,Windows,Product101,0,3
U115056,1,1,143,Product101,Windows,Product101,0,0
U115057,1,3,78,Pr100017,Windows,Pr100017,3,3
U115058,1,1,74,Pr100036,Windows,Pr100036,1,2
U115059,2,3,348,Pr100369,Android,Pr100369,3,0
U115060,1,1,236,Pr100364,Windows,Pr100364,1,3
U115061,1,1,88,Product101,Mac OS X,Product101,0,2
U115062,2,6,68,Pr100850,Windows,Pr100353,6,7
U115063,3,5,123,Pr100017,Windows,Pr100017,0,60
U115064,0,0,325,Product101,Windows,Product101,0,0
U115065,3,13,434,Pr100481,Windows,Pr100050,19,11
U115066,1,3,833,Pr100251,Windows,Pr100251,0,5
U115067,2,3,172,Pr100017,Windows,Pr100558,4,10
U115068,2,3,289,Pr101292,Windows,Pr101292,1,4
U115069,1,6,693,Pr100390,Windows,Pr101590,7,3
U115070,1,7,83,Pr100870,Windows,Pr100870,1,0
U115071,3,25,846,Pr101042,Windows,Pr100166,61,362
U115072,0,6,97,Pr109627,Windows,Pr101062,0,0
U115073,1,5,352,Pr100833,Windows,Pr100017,1,1
U115074,1,1,158,Pr100017,Android,Pr100017,1,2
U115075,0,3,69,Pr100434,Android,Pr100434,0,0
U115076,1,1,93,Pr100017,Windows,Pr100017,1,0
U115077,1,2,372,Pr100859,Android,Pr100017,1,0
U115078,1,3,117,Pr100166,Windows,Pr100166,1,0
U115079,2,8,68,Pr100850,Windows,Pr100015,17,8
U115080,1,1,109,Pr100010,Android,Pr100010,1,0
U115081,1,2,2141,Pr100986,Windows,Pr100986,2,0
U115082,1,1,83,Pr100017,Android,Pr100017,1,1
U115083,1,1,141,Pr100017,Windows,Pr100017,1,0
U115084,2,2,108,Pr100017,Android,Pr100017,1,3
U115085,2,6,229,Pr100390,Windows,Pr100390,11,8
U115086,1,2,80,Pr100558,Windows,Pr100017,4,19
U115087,1,5,61,Pr100910,Mac OS X,Pr100219,7,13
U115089,1,3,119,Pr100017,Windows,Pr100017,1,11
U115090,1,1,47,Pr100041,Windows,Pr100041,1,12
U115091,1,2,47,Pr100417,Windows,Pr100417,1,0
U115092,2,3,87,Pr100453,Windows,Pr100453,3,2
U115093,2,6,306,Pr100017,Android,Pr106826,10,15
U115094,1,1,168,Product101,Android,Product101,0,1
U115095,1,1,1264,Pr101332,Android,Pr101332,1,2
U115096,1,1,90,Product101,Windows,Product101,0,2
U115097,1,1,57,Pr100028,Android,Pr100028,1,0
U115098,1,6,138,Pr100017,Windows,Pr100040,6,10
U115099,1,1,397,Product101,Windows,Product101,0,1
U115100,1,1,354,Pr100017,Android,Pr100017,1,1
U115101,1,1,85,Pr100115,Android,Pr100115,2,0
U115102,1,4,111,Pr100469,Windows,Pr100859,3,3
U115103,1,2,699,Pr100094,Windows,Pr100397,1,6
U115104,1,1,468,Product101,Android,Product101,0,2
U115105,1,2,404,Pr100080,Windows,Pr100080,1,5
U115106,1,3,220,Pr101042,Windows,Pr101042,5,1
U115107,2,3,143,Pr100166,Windows,Pr100166,3,3
U115108,1,1,85,Product101,Windows,Pr100219,0,1
U115109,1,8,331,Pr100578,Windows,Pr100578,7,24
U115110,2,3,1841,Pr100071,Windows,Pr100071,3,0
U115111,1,1,48,Pr101007,Android,Pr101007,1,0
U115112,0,1,593,Product101,Windows,Product101,0,0
U115113,1,2,615,Pr100177,Windows,Pr100177,1,4
U115114,0,1,770,Product101,Android,Product101,0,0
U115115,1,3,921,Pr100017,iOS,Pr100144,4,4
U115116,1,1,64,Pr100188,Windows,Pr100188,1,3
U115117,2,1,1482,Pr100017,Android,Pr100017,1,2
U115118,1,1,1489,Pr100226,Windows,Pr100226,1,0
U115119,1,2,316,Pr100833,Windows,Pr100833,0,2
U115120,1,1,220,Pr100390,Windows,Pr100390,1,0
U115121,0,1,198,Pr100784,Windows,Pr100784,0,0
U115122,0,0,49,Product101,Mac OS X,Pr100109,0,0
U115123,2,2,1513,Pr101538,Android,Pr101538,3,0
U115124,1,1,319,Product101,Windows,Product101,0,4
U115125,1,1,358,Pr100017,Android,Pr100017,1,1
U115126,1,1,1757,Product101,Windows,Product101,0,2
U115127,2,5,1301,Pr100747,Windows,Pr100747,3,4
U115128,1,6,309,Pr100498,Windows,Pr100390,4,2
U115129,1,2,86,Pr100844,Mac OS X,Pr100844,0,5
U115130,1,1,62,Pr100010,Android,Pr100010,1,1
U115131,1,1,130,Pr100017,Android,Pr100017,1,1
U115132,1,2,59,Pr100166,Windows,Pr100166,2,1
U115133,1,1,165,Product101,Android,Product101,0,2
U115134,2,11,1856,Pr100051,Windows,Pr100115,10,18
U115135,2,4,215,Pr100593,Windows,Pr100017,3,3
U115136,3,5,70,Pr100135,Windows,Pr100069,10,0
U115137,1,2,60,Pr100145,Android,Pr100145,2,0
U115138,1,1,180,Pr100017,Android,Pr100017,1,0
U115139,1,1,113,Pr100017,Windows,Pr100017,1,2
U115140,1,1,536,Pr100017,Android,Pr100017,1,1
U115142,1,2,496,Pr100145,Mac OS X,Pr100145,3,1
U115143,1,1,161,Pr100017,iOS,Pr100017,1,5
U115144,2,7,257,Pr100121,Windows,Pr100125,6,0
U115145,1,2,145,Pr100151,Windows,Pr100151,1,2
U115146,0,1,745,Pr100471,Windows,Pr100471,0,0
U115147,1,2,78,Pr100859,Android,Pr100859,0,3
U115149,0,1,48,Pr100102,Android,Pr100102,0,0
U115150,1,1,796,Pr100330,Android,Pr100330,1,1
U115151,1,2,122,Pr100339,Windows,Pr100348,1,1
U115152,1,5,118,Pr100166,Android,Pr100123,7,8
U115153,1,2,1539,Pr100312,Windows,Pr100312,1,2
U115154,1,1,80,Pr100060,Android,Pr100060,1,2
U115155,1,2,1801,Product101,Windows,Pr100631,0,26
U115156,1,1,431,Pr100792,Android,Pr100792,1,0
U115157,3,13,1430,Pr100145,Mac OS X,Pr100578,4,8
U115158,1,1,205,Pr100023,Windows,Pr100023,1,1
U115159,2,2,182,Pr100741,Windows,Pr100741,1,3
U115160,1,1,67,Pr100344,Windows,Pr100344,2,0
U115161,1,1,1960,Pr100096,Windows,Pr100096,0,0
U115162,1,0,640,Product101,Windows,Product101,0,1
U115163,1,2,248,Pr100145,Android,Pr100145,4,2
U115164,1,4,405,Pr100739,Android,Pr100352,1,5
U115165,3,3,716,Pr100304,Windows,Pr100304,3,2
U115166,1,1,523,Pr100102,iOS,Pr100102,1,20
U115167,1,1,58,Product101,Android,Product101,0,7
U115168,1,2,60,Pr100145,Windows,Pr100145,4,1
U115169,2,5,544,Pr100245,Windows,Pr100245,2,20
U115170,1,3,180,Pr100145,Android,Pr100686,6,2
U115171,1,7,77,Pr100390,Windows,Pr100390,1,7
U115172,1,1,1714,Pr100051,Windows,Pr100051,1,0
U115173,1,2,1964,Pr102434,Windows,Pr102434,2,0
U115174,1,1,405,Product101,Windows,Product101,0,4
U115175,3,7,46,Pr100223,Windows,Pr101265,4,37
U115176,1,1,1229,Pr101316,Windows,Pr101316,1,2
U115177,1,1,51,Product101,Android,Product101,0,0
U115178,2,3,654,Pr100949,Windows,Pr100826,2,47
U115179,2,1,1154,Pr100250,Windows,Pr100250,2,1
U115180,1,2,942,Pr100145,Windows,Pr100668,3,17
U115181,1,2,1071,Pr100498,Android,Pr100498,1,4
U115182,1,24,1316,Pr100363,Windows,Pr100051,17,104
U115183,2,4,1376,Pr100244,Windows,Pr101744,3,3
U115184,2,4,202,Pr100137,Windows,Pr100137,2,9
U115185,1,1,118,Pr101089,Android,Pr101089,1,0
U115186,1,5,1295,Pr100467,Windows,Pr100359,3,1
U115187,1,1,147,Pr100166,Mac OS X,Pr100166,1,0
U115188,1,1,622,Pr100417,Android,Pr100417,1,1
U115189,1,1,91,Pr100017,iOS,Pr100017,1,2
U115190,2,4,2000,Pr100561,Windows,Pr100561,2,0
U115191,2,21,153,Pr100507,Windows,Pr101293,4,5
U115192,3,8,68,Pr100850,Android,Pr101052,15,7
U115193,1,13,45,Pr100166,Windows,Pr100200,15,43
U115194,1,1,326,Pr100102,Windows,Pr100102,1,2
U115195,0,1,224,Pr101294,Linux,Pr101294,0,0
U115196,1,1,72,Pr100859,Android,Pr100859,1,0
U115197,1,1,83,Product101,Android,Product101,0,3
U115198,2,5,68,Pr100850,Windows,Pr100850,7,2
U115199,1,1,457,Pr100498,Linux,Pr100498,2,2
U115200,1,1,1723,Pr100152,Windows,Pr100152,2,0
U115201,1,5,1417,Pr100097,Windows,Pr106161,1,6
U115202,3,3,124,Pr101030,Android,Pr100102,5,24
U115203,1,4,231,Pr101188,Windows,Pr101188,1,3
U115204,1,1,52,Pr100036,Windows,Pr100036,0,1
U115205,1,1,53,Pr100198,Windows,Pr100198,1,0
U115206,1,1,114,Pr100115,Android,Pr100115,1,0
U115207,1,1,248,Pr100145,Android,Pr100145,1,2
U115208,1,1,309,Product101,Windows,Product101,0,2
U115209,1,10,59,Pr101030,Android,Pr100044,13,37
U115210,2,8,363,Pr100086,Windows,Pr100064,2,4
U115211,1,1,170,Product101,Windows,Product101,0,3
U115212,1,2,809,Pr101062,Windows,Pr101062,1,2
U115213,2,4,249,Pr100910,Windows,Pr100469,4,5
U115215,1,1,844,Pr100251,Windows,Pr100251,1,5
U115216,0,0,95,Product101,Android,Pr100872,0,0
U115217,1,1,53,Pr101474,Windows,Pr101474,1,0
U115218,2,3,1004,Pr100978,Android,Pr100978,4,6
U115219,2,6,293,Pr100578,Windows,Pr100578,7,6
U115220,2,2,45,Pr100432,Windows,Pr100060,2,2
U115221,1,1,131,Pr101425,Android,Pr101425,1,0
U115222,1,1,1428,Product101,Windows,Product101,0,1
U115223,1,1,150,Pr100108,Windows,Pr100108,1,0
U115224,2,4,75,Pr100940,Windows,Pr100015,1,1
U115225,1,5,111,Pr100145,Android,Pr100010,1,0
U115226,1,2,52,Pr101847,Windows,Pr100209,1,3
U115228,1,1,649,Pr100130,Windows,Pr100130,1,3
U115229,1,3,760,Pr101054,Windows,Pr101054,2,8
U115230,1,1,637,Product101,Windows,Product101,0,3
U115231,1,6,44,Pr100910,Android,Pr100629,9,4
U115232,0,0,518,Product101,Windows,Pr101367,0,0
U115233,1,2,70,Pr100319,Android,Pr100319,0,0
U115234,1,1,523,Product101,Linux,Product101,0,3
U115236,1,2,68,Pr100390,Windows,Pr100390,1,3
U115237,2,8,68,Pr100850,Windows,Pr100015,27,7
U115238,1,1,241,Pr100241,Windows,Pr100241,1,2
U115239,1,1,1573,Product101,Windows,Product101,0,5
U115240,1,0,60,Product101,Android,Product101,0,0
U115241,1,4,175,Pr100209,Windows,Pr100209,2,1
U115242,2,3,418,Pr100115,Android,Pr100115,3,0
U115243,3,13,863,Pr101086,Windows,Pr101148,9,9
U115244,2,2,384,Pr100055,Windows,Pr100055,1,4
U115245,1,1,671,Pr100161,Windows,Pr100161,1,2
U115247,1,1,49,Pr100773,Windows,Pr100773,1,1
U115248,1,1,1298,Product101,Windows,Product101,0,11
U115249,1,4,352,Pr100200,Windows,Pr100081,0,0
U115250,1,1,70,Pr100015,Android,Pr100015,2,0
U115251,1,2,97,Product101,Ubuntu,Product101,0,2
U115252,1,4,442,Pr100870,Windows,Pr100318,1,0
U115253,1,1,625,Pr101238,Windows,Pr101238,1,5
U115254,1,3,247,Pr100145,Android,Pr100145,6,8
U115255,1,3,247,Pr100145,Android,Pr100017,4,0
U115256,1,0,697,Product101,Windows,Product101,1,0
U115257,1,1,301,Pr102519,Android,Pr102519,1,0
U115258,1,3,1095,Pr100591,Windows,Pr100301,1,1
U115259,2,3,83,Pr100028,Windows,Pr100875,2,18
U115261,1,6,50,Pr100166,Windows,Pr100166,5,6
U115262,1,3,392,Pr100017,Windows,Pr100166,4,5
U115263,1,1,75,Pr100613,Windows,Pr100613,1,2
U115264,2,3,347,Pr100166,Windows,Pr100166,2,7
U115265,1,2,2257,Pr100192,Windows,Pr100192,0,14
U115266,0,0,44,Product101,Windows,Product101,0,0
U115267,1,3,776,Pr100776,Windows,Pr100776,1,1
U115268,1,9,164,Pr100390,Windows,Pr100063,1,0
U115269,1,1,349,Pr100498,Windows,Pr100498,1,0
U115270,1,1,247,Product101,Android,Product101,0,5
U115271,1,2,504,Pr101030,Windows,Pr101030,3,2
U115272,2,2,295,Pr101738,Windows,Pr101738,2,2
U115273,1,2,222,Pr100350,Windows,Pr101181,1,0
U115274,1,5,924,Pr100988,Windows,Pr100200,4,4
U115275,1,1,1567,Pr100070,Windows,Pr100070,1,0
U115276,1,1,1125,Pr100321,Android,Pr100321,1,0
U115277,1,5,247,Pr100145,Android,Pr100145,12,19
U115278,1,0,1575,Product101,Android,Product101,0,1
U115279,1,1,336,Pr100375,Windows,Pr100375,1,0
